Movie Name,Release Period,Whether Remake,Whether Franchise,Genre,New Actor,New Director,New Music Director,Lead Star,Director,Music Director,Number of Screens,Revenue(INR),Budget(INR)
Total Siyaapa,Normal,No,No,rom__com,No,No,No,Ali Zafar,E. Niwas,Ali Zafar,850,170000000,131490000
Dear Zindagi,Normal,No,No,drama,No,No,Yes,Alia Bhatt,Gauri Shinde, Amit Trivedi,1150,460000000,1389137500
Kkamjori - The Weakness,Holiday,No,No,drama,Yes,No,No,Alia Shah,Sandeep Bhat,Bappi Lahiri,1,2500000,1375000
Karma: Crime. Passion. Reincarnation,Normal,No,No,thriller,Yes,Yes,Yes,Alma Grey,M.R. Shahjahan,Sunna Wehrmeijer,45,25000000,1075000
Ek Baar Dhol Bajao Na,Holiday,No,No,adult,Yes,Yes,Yes,Amaan Khan,Shashi Shekhar,Tasawar Azmi,1,1500000,375000
Kamsin - The Untouched,Holiday,No,No,adult,No,No,No,Aman Sagar,Amit Suryavanshi,Amar - Akbar,1,1250000,325000
Aakhari Decision,Holiday,No,No,action,Yes,Yes,Yes,Amar Sidhu,Deepak Kumar Bandhu,Hanif Sheikh,25,40000000,625000
Iqraar By Chance,Holiday,No,No,love_story,Yes,No,No,Amarjeet,K. Ravi Shankar,Sandesh Shandilya,50,27500000,2050000
Runway,Normal,No,No,thriller,No,No,No,Amarjeet,Sunil Tiwari,Shamir Tandon,80,32500000,4250000
Me Mamu & 7,Normal,No,No,comedy,Yes,Yes,Yes,Amit Hotchandani,Amit Chauhan,Chander Makwana,15,10000000,400000
Hot Maliaka,Holiday,No,No,adult,No,No,Yes,Amit Kapoor,Arjun Raj,Tapan,1,1500000,775000
Garam Saansein,Holiday,No,No,adult,No,Yes,Yes,Amit Kapoor,Babu,Tarun,1,1000000,850000
Bach Ke Zaraa,Normal,No,No,adult,No,Yes,No,Amit Kapoor,Salim Raza,Sayyed Ahmed,15,2000000,1175000
Kaam Milan,Holiday,No,No,adult,No,No,Yes,Amit Pachori,Chandini Gupta,Avi Raaj,1,1500000,825000
Agni Prem,Holiday,No,No,adult,No,No,No,Amit Pachori,Chandini Gupta,Pravin Kumar,2,1500000,1300000
Aalaap,Normal,No,No,drama,Yes,Yes,No,Amit Purohit,Manish Manikpuri,Agnee,65,25000000,1700000
Miss Anara,Normal,No,No,drama,Yes,No,No,Amit Rao,Yogesh Bharadwaj,Mani Shankar,45,8000000,6700000
332 Mumbai to India,Holiday,No,No,thriller,Yes,Yes,No,Amit Riyaan,Mahesh Pandey,Shamir Tandon,80,22500000,1175000
Running Shaadi,Holiday,No,No,rom__com,No,Yes,Yes,Amit Sadh,Amit Roy,Abhishek - Akshay,650,85000000,13400000
Ek Gumrah,Normal,No,No,thriller,Yes,Yes,No,Amit Sharma,Manjul Kapoor,Jayant Aaryan,1,2000000,450000
1971,Normal,No,No,drama,No,Yes,Yes,Amitabh Bachchan,Amrit Sagar,Akash Chopra,85,55000000,4550000
Pink,Normal,No,No,drama,No,Yes,No,Amitabh Bachchan,Aniruddha Roy Chowdhury,Anupam Roy,1000,290000000,1093780000
Yaar Meri Zindagi,Holiday,No,No,drama,No,Yes,No,Amitabh Bachchan,Ashok Gupta,R.D. Burman,2,2500000,72000
Teen Patti,Holiday,No,No,thriller,No,No,No,Amitabh Bachchan,Leena Yadav,Salim - Sulaiman,575,180000000,76300000
Viruddh... Family Comes First,Normal,No,No,drama,No,No,No,Amitabh Bachchan,Mahesh Manjrekar,Ajay - Atul,260,90000000,185125000
Bhoothnath Returns,Holiday,No,Yes,drama,No,No,No,Amitabh Bachchan,Nitish Tiwari,Honey Singh,1500,360000000,510870000
Bbuddah Hoga Terra Baap,Holiday,No,No,action,No,No,No,Amitabh Bachchan,Puri Jagannadh,Vishal - Shekhar,1000,210000000,245260000
Cheeni Kum,Normal,No,No,rom__com,No,Yes,No,Amitabh Bachchan,R. Balki,Ilaiyaraja,250,110000000,322200000
Paa,Normal,No,No,drama,No,No,No,Amitabh Bachchan,R. Balki,Ilaiyaraja,600,210000000,489325000
Shamitabh,Normal,No,No,drama,No,No,No,Amitabh Bachchan,R. Balki,Ilaiyaraja,1600,490000000,371275000
Sarkar,Normal,No,No,drama,No,No,No,Amitabh Bachchan,Ram Gopal Verma,Bappi - Tutal,425,140000000,393047500
Nishabd,Holiday,No,No,drama,No,No,No,Amitabh Bachchan,Ram Gopal Verma,Vishal Bhardwaj,400,85000000,117120000
Ram Gopal Varma Ki Aag,Normal,Yes,No,action,No,No,Yes,Amitabh Bachchan,Ram Gopal Verma,Prasanna Shekhar,875,210000000,127300000
Sarkar Raj,Normal,No,Yes,action,No,No,No,Amitabh Bachchan,Ram Gopal Verma,Bappi - Tutal,1100,270000000,595535000
Sarkar 3,Normal,No,Yes,action,No,No,Yes,Amitabh Bachchan,Ram Gopal Verma, Ram Shankar,1450,360000000,205380000
The Last Lear,Normal,No,No,drama,No,No,Yes,Amitabh Bachchan,Rituparno Ghosh,Sanjoy Das,100,110000000,14600000
Dil Jo Bhi Kahey,Normal,No,No,love_story,No,Yes,No,Amitabh Bachchan,Romesh Sharma,Shankar - Ehsaan - Loy,150,62500000,39820000
Black,Normal,No,No,drama,No,No,No,Amitabh Bachchan,Sanjay Leela Bhansali,Monty Sharma,235,230000000,409370000
Piku - Motion Se Hi Emotion,Holiday,No,No,drama,No,No,Yes,Amitabh Bachchan,Shoojit Sircar,Anupam Roy,1300,420000000,1412650000
Eklavya - The Royal Guard,Holiday,No,No,thriller,No,No,No,Amitabh Bachchan,Vidhu Vinod Chopra,Shantanu Moitra,750,300000000,388280000
Bhoothnath,Normal,No,No,drama,No,Yes,No,Amitabh Bachchan,Vivek Sharma,Salim - Sulaiman,625,200000000,387900000
Jo Dooba So Paar,Normal,No,No,comedy,Yes,Yes,No,Anand Tiwari,Praveen Kumar,Manish Tipu,200,60000000,3450000
Staying Alive,Holiday,No,No,drama,Yes,No,No,Anant Mahadevan,Anant Mahadevan,Sanjoy Chowdhary,20,12500000,145000
Ghazab Nagariya,Normal,No,No,drama,No,Yes,No,Ananya Khare,Arvind Ranjan Das,Ram Shankar,10,6000000,215000
C D Kaand,Holiday,No,No,adult,No,Yes,No,Anara Gupta,Imtiaz Patel,Iqbal Darbar,15,3000000,5400000
Happy Husbands,Normal,No,No,comedy,Yes,Yes,Yes,Anay,Anay,Anay,175,30000000,5400000
No Entry,Holiday,No,No,comedy,No,No,No,Anil Kapoor,Anees Bazmee,Anu Malik,600,240000000,741350000
No Problem,Normal,No,No,comedy,No,No,No,Anil Kapoor,Anees Bazmee,Pritam,1350,400000000,450750000
My Wife's Murder,Holiday,No,No,thriller,No,Yes,No,Anil Kapoor,Jijy Philip,Amar Mohile,100,47500000,30822500
Black & White,Normal,No,No,drama,No,No,No,Anil Kapoor,Subhash Ghai,Sukhwinder Singh,350,90000000,82715000
Mere Haule Dost,Normal,No,No,comedy,Yes,Yes,Yes,Anirudh Loka,Nitin Raghunath,Divyang Arora,10,7500000,200000
Om Dar-B-Dar,Normal,No,No,drama,Yes,Yes,No,Anita Kanwal,Kamal Swaroop,Rajat Dholakia,10,1500000,325000
Admission Open,Normal,No,No,drama,No,Yes,No,Ankur Khanna,K.D. Satyam,Amit Trivedi,90,30000000,1000000
City Of Gold - Mumbai 1982: Ek Ankahi Kahani,Normal,No,No,drama,Yes,No,Yes,Ankush Choudhary,Mahesh Manjrekar,Ajit Parab,275,52500000,12200000
Kahani Ek Sangharsh Ki,Normal,No,No,drama,Yes,Yes,Yes,Anmol Singh,Nitin Mathur,Sajid Salam,1,2000000,125000
Yeh Hai Bakrapur,Holiday,No,No,comedy,No,Yes,No,Anshuman Jha,Janaki Vishwanathan,Agnee,200,50000000,2250000
Mr Ya Miss,Normal,No,No,comedy,No,Yes,No,Antara Mali,Antara Mali,Nitin Raikwar,175,47500000,45350000
Miss Tanakpur Haazir Ho,Normal,No,No,drama,Yes,Yes,Yes,Anu Kapoor,Vinod Kapri,Sushmit Sen,450,60000000,15400000
Yeshu Palanhar,Holiday,No,No,drama,No,Yes,No,Anu Kashyap,Baldev Paal,Ram Shankar,5,2500000,100000
Perfect Mismatch,Normal,No,No,love_story,Yes,Yes,Yes,Anubhav Anand,Ajmal Zaheer Ahmad,Josh,35,27500000,1000000
Resham Dunkkk,Normal,No,No,action,Yes,Yes,Yes,Anuj Mishra,Shyamlal K. Mishra,Shiv Prakash Mishra,2,2500000,115000
Chhutanki,Normal,No,No,fantasy,Yes,No,Yes,Anuj Pandit,Pankaj Sharma,Sanjay Dhakan,10,17500000,150000
3 Nights 4 Days,Normal,No,No,drama,No,Yes,No,Anuj Sawhney,Devang Dholakia,Daboo Malik,15,10000000,142500
Chase,Holiday,No,No,action,No,No,Yes,Anuj Saxena,Jag Mundhra,Udhav Ohja,175,4250000,5000000
Paranthe Wali Gali,Normal,No,No,love_story,No,Yes,Yes,Anuj Saxena,Sachin Gupta,Vikram Khajuria,75,15000000,900000
Morning Walk,Normal,No,No,drama,No,Yes,No,Anupam Kher,Arup Dutta,Jeet Ganguly,100,27500000,5700000
Khosla Ka Ghosla,Normal,No,No,comedy,No,Yes,No,Anupam Kher,Dibakar Banerjee,Bappi - Tutal,125,37500000,66773750
Maine Gandhi Ko Nahin Mara,Holiday,No,No,drama,No,Yes,No,Anupam Kher,Jahnu Barua,Bappa Lahiri,70,22500000,10262000
Mr. Bhatti On Chutti,Normal,No,No,comedy,No,No,No,Anupam Kher,Karan Razdan,Channi Singh,20,70000000,365000
Yeh Mera India,Normal,No,No,drama,No,No,No,Anupam Kher,N. Chandra,Siddharth - Suhas,150,35000000,5700000
Ekkees Toppon Ki Salaami,Holiday,No,No,drama,No,Yes,No,Anupam Kher,Ravindra Gautam,Ram Sampath,450,75000000,19100000
American Blend,Holiday,No,No,drama,No,Yes,Yes,Anupam Kher,Varun Khanna,Abu Malik,12,32500000,325000
Sai Yatraa - A Religious Love Story,Holiday,No,No,love_story,Yes,Yes,Yes,Apurv Ratan,Deepak Goswami,Sushil Dalai,1,7500000,65000
Retake,Normal,No,No,adult,Yes,No,No,Arayan Singh,Ravi Sinha,Babu Kishen,10,5000000,2500000
Prem Kaa Game,Normal,No,No,comedy,No,Yes,No,Arbaaz Khan,Ashok Kheny,Raju Singh,125,30000000,1775000
Kisaan,Normal,No,No,drama,No,No,No,Arbaaz Khan,Puneet Sira,Daboo Malik,525,150000000,27600000
Tera Intezaar,Holiday,No,No,love_story,No,Yes,Yes,Arbaaz Khan,Rajeev Walia,Raaj Aashoo,1050,110000000,23900000
Dee Saturday Night,Holiday,No,No,drama,No,No,No,Arif Zakaria,Jay Prakash,Shamir Tandon,175,20000000,2000000
Chalo Picnic Manayen,Normal,No,No,suspense,Yes,Yes,Yes,Arjun Chakraborty,Raaj Mukherjee,Shubayu,25,2500000,400000
I'm In Love,Normal,No,No,drama,Yes,Yes,No,Arjun Gaur,B.M. Mirza,Daboo Malik,4,15000000,155000
2 States,Holiday,No,No,love_story,No,Yes,No,Arjun Kapoor,Abhishek Varman,Shankar - Ehsaan - Loy,1900,450000000,1729900000
Tevar,Normal,Yes,No,masala,No,Yes,Yes,Arjun Kapoor,Amit Ravindernath Sharma,Imraan Khan,2850,540000000,565125000
Mubarakan,Normal,No,No,comedy,No,No,No,Arjun Kapoor,Anees Bazmee,Rishi Rich,2300,650000000,899330000
Aurangzeb,Normal,No,No,drama,No,Yes,Yes,Arjun Kapoor,Atul Sabharwal,Amartya Rahut,1200,220000000,350252500
Ishaqzaade,Normal,No,No,love_story,Yes,No,No,Arjun Kapoor,Habib Faisal,Amit Trivedi,1100,190000000,630500000
Half Girlfriend,Normal,No,No,love_story,No,No,No,Arjun Kapoor,Mohit Suri,Rishi Rich,2400,580000000,864755000
Time Pass,Normal,No,No,comedy,No,Yes,No,Arjun Punj,Chander Mishra,Sunil Jha,45,12500000,5300000
Ek Ajnabee,Normal,Yes,No,action,No,No,No,Arjun Rampal,Apoorva Lakhia,Amar Mohile,325,120000000,123040000
Daddy,Normal,No,No,drama,No,Yes,No,Arjun Rampal,Ashim Ahluwalia,Sajid - Wajid,1150,210000000,154790000
D Day,Normal,No,No,thriller,No,No,No,Arjun Rampal,Nikhil Advani,Shankar - Ehsaan - Loy,1250,280000000,288982500
Chakravyuh,Holiday,No,No,drama,No,No,No,Arjun Rampal,Prakash Jha,Salim - Sulaiman,1200,300000000,257700000
Vaada,Normal,Yes,No,thriller,No,No,No,Arjun Rampal,Satish Kaushik,Himesh Reshammiya,285,80000000,95300000
Inkaar,Holiday,No,No,drama,No,No,No,Arjun Rampal,Sudhir Mishra,Shantanu Moitra,800,140000000,149350000
Elaan,Holiday,No,No,action,No,No,No,Arjun Rampal,Vikram Bhatt,Anu Malik,375,150000000,129397500
I See You,Holiday,No,No,drama,No,Yes,No,Arjun Rampal,Vivek Agrawal,Vishal - Shekhar,125,80000000,19233750
Lekar Hum Deewana Dil,Normal,No,No,rom__com,Yes,Yes,No,Armaan Jain,Arif Ali,A.R. Rehman,875,28200000,45360000
Yeh Figure Hai,Holiday,No,No,adult,Yes,Yes,Yes,Arman,Vinod Rikhhi,Gurnam Singh Mann,1,1250000,600000
Bin Phere Free Me Ttere,Normal,No,No,comedy,Yes,No,No,Arsh Deol,Manoj Sharma,Vishnu Narayan,30,15000000,825000
Kisse Pyaar Karoon,Normal,No,No,comedy,No,No,No,Arshad Warsi,Ajay Chandhok,Daboo Malik,275,72500000,10700000
Rabba Main Kya Karoon,Holiday,No,No,comedy,No,No,Yes,Arshad Warsi,Amrit Sagar,Labh Junjua,400,110000000,14400000
Welcome 2 Karachi,Normal,No,No,comedy,No,No,No,Arshad Warsi,Ashish R. Mohan,Rochak Kohli,1350,290000000,135362500
Krazzy 4,Holiday,No,No,comedy,No,Yes,No,Arshad Warsi,Jaideep Sen,Rajesh Roshan,800,180000000,322780000
Sehar,Normal,No,No,drama,No,Yes,Yes,Arshad Warsi,Kabeer Kaushik,Daniel B. George,60,40000000,20400000
Hum Tum Aur Ghost,Normal,No,No,fantasy,No,No,No,Arshad Warsi,Kabeer Kaushik,Shankar - Ehsaan - Loy,450,210000000,80100000
Anthony Kaun Hai?,Normal,No,No,comedy,No,No,No,Arshad Warsi,Raj Kaushal,Himesh Reshammiya,300,130000000,97960000
Kuchh Meetha Ho Jaye,Holiday,No,No,rom__com,No,Yes,No,Arshad Warsi,Samar Khan,Himesh Reshammiya,90,40000000,16662500
Mr. Joe B. Carvalho,Normal,No,No,comedy,No,Yes,No,Arshad Warsi,Samir Tewari,Amartya Rahut,1050,170000000,38300000
Jolly LLB,Normal,No,No,comedy,No,No,No,Arshad Warsi,Subhash Kapoor,Krsna,875,135000000,432900000
Guddu Rangeela,Normal,No,No,drama,No,No,No,Arshad Warsi,Subhash Kapoor,Amit Trivedi,975,200000000,96025000
Ek Se Bure Do,Holiday,No,No,comedy,No,Yes,No,Arshad Warsi,Tarique Khan,Ravi Pawar,100,60000000,10300000
Mirch,Holiday,No,No,comedy,Yes,No,No,Arunoday Singh,Vinay Shukla,Monty Sharma,150,37500000,12600000
Charitraheen - Ek Naari Ki Vyatha,Holiday,No,No,adult,No,No,No,Arvindo,Teerat Singh Johar,Bobby Rehman,2,1500000,825000
Paapi - Ek Satya Katha,Holiday,No,No,drama,No,No,No,Arya Babbar,Aziz Sejawal,Anand - Milind,200,15000000,1875000
Raftaar - An Obsession,Normal,No,No,thriller,Yes,Yes,No,Aryan Singh,Vickey S. Kumar,Nitin Raikwar,12,15000000,275000
Aisa Kyon Hota Hai,Holiday,No,No,drama,No,Yes,Yes,Aryan Vaid,Ajay Kanchan,Tauseef Akhtar,20,10000000,600000
Mr. 100% - The Real Player,Normal,No,No,drama,No,Yes,Yes,Aryan Vaid,Om Prakash Makkar,Vijay Kapoor,25,22500000,4400000
Ghutan,Normal,No,No,horror,No,No,Yes,Aryan Vaid,Shyam Ramsay,Vishwanath Dixit,10,10000000,3300000
Good Luck,Normal,No,No,rom__com,No,No,No,Aryeman Ramsay,Aaditya Datt,Anu Malik,25,20000000,525000
It's Rocking Dard-E-Disco,Holiday,No,No,comedy,No,No,No,Aryeman Ramsay,Ashok Tyagi,Bappi Lahiri,85,25000000,1650000
Ek Aadat,Normal,No,No,drama,No,No,No,Aryeman Ramsay,Prakash Saini,Nishad Vaidya,40,12500000,850000
Kyun Hua Achanak,Holiday,No,No,suspense,Yes,Yes,No,Aseem Ali Khan,Rajendra Shiv,Rajendra Shiv,40,10000000,325000
Mai,Normal,No,No,drama,Yes,Yes,Yes,Asha Bhonsle,Mahesh Kodiyal,Nithin R. Shankar,65,20000000,1050000
Mumbai Can Dance Saalaa,Holiday,No,No,thriller,Yes,Yes,Yes,Ashima Sharma,S. Sachindra,Naresh Karwala,600,35000000,3100000
"With Love, Delhi!",Normal,No,No,suspense,Yes,Yes,No,Ashish Lal,Nikhil Singh,Sanjoy Chowdhary,10,12500000,110000
Nazar,Holiday,No,No,thriller,No,Yes,No,Ashmit Patel,Soni Razdan,Anu Malik,175,37500000,42379500
Saanwariya - Khatu Shyamji Ki Amar Gaatha,Holiday,No,No,drama,No,No,No,Ashmit Patel,Vinod Chhabra,Durga - Natraj,25,9000000,1100000
Love In Bombay,Holiday,No,No,love_story,No,Yes,Yes,Ashok Kumar,Joy Mukherjee,Shankar - Jaikishen,20,6000000,225000
College Campus,Normal,No,No,drama,Yes,Yes,Yes,Ashraf Khan,Atul Sriva,Atul Sriva,100,15000000,1900000
Vidhata Tere Khel Hain Nirale,Normal,No,No,drama,Yes,Yes,Yes,Ashrita Agarwaal,Sanjay Sharan,Madhumay,10,17500000,475000
Coffee House,Holiday,No,No,drama,No,Yes,No,Ashutosh Rana,Gurbir S. Grewal,Jaidev Kumar,45,20000000,1125000
Shabnam Mousi,Holiday,No,No,drama,No,No,Yes,Ashutosh Rana,Yogesh Bharadwaj,Mani Shankar,30,15000000,2275000
Dhadkanein,Holiday,No,No,love_story,No,No,No,Attin Bhalla,Imran Khalid,Anand - Milind,15,15000000,1550000
Gauri The Unborn,Normal,No,No,horror,No,Yes,No,Atul Kulkarni,Abu Akbar,Raju Singh,80,27500000,5600000
Manasarovar,Holiday,No,No,drama,No,Yes,Yes,Atul Kulkarni,Anup Kurian,Lisa Stanislawski,5,2500000,145000
Aagaah - The Warning,Normal,No,No,horror,No,No,No,Atul Kulkarni,Karan Razdan,Sachin Gupta,150,30000000,4000000
Bumm Bumm Bole,Normal,No,No,drama,No,No,Yes,Atul Kulkarni,Priyadarshan,M.G. Sreekumar,325,70000000,13400000
Baba Ramsaa Peer,Normal,No,No,drama,No,Yes,Yes,Aushim Khetarpal,Bhabani Prasad,Surinder Bachan,15,5000000,300000
Zindagi Jalebi,Holiday,No,No,comedy,Yes,Yes,Yes,Avinash Bhargava,Karan Kashyyap,Pravin More,3,2500000,175000
Ada....A Way of life,Holiday,No,No,drama,Yes,Yes,No,Ayaan Ahmad,Tanvir Ahmad,A.R. Rehman,15,12500000,165000
Dor,Normal,Yes,No,drama,No,No,No,Ayesha Takia,Nagesh Kukunoor,Salim - Sulaiman,100,30000000,38100000
Mod,Normal,No,No,love_story,No,No,No,Ayesha Takia,Nagesh Kukunoor,Tapas Relia,225,55000000,6325000
Sarfaroshi - A War Against System,Normal,No,No,thriller,No,Yes,No,Ayub Khan,Bhagirathi Swain,Vaishnav Deva,75,15000000,1200000
Meri Pyaari Bindu,Normal,No,No,rom__com,No,Yes,No,Ayushman Khurana,Akshay Roy,Sachin - Jigar,750,220000000,177910000
Bareilly Ki Barfi,Normal,No,No,rom__com,No,No,Yes,Ayushman Khurana,Ashwiny Iyer Tiwari,Samira Koppikar,1000,200000000,548960000
Bewakoofiyaan,Holiday,No,No,rom__com,No,No,No,Ayushman Khurana,Nupur Asthana,Raghu Dixit,1100,220000000,222060000
Shubh Mangal Saavdhan,Holiday,Yes,No,comedy,No,Yes,No,Ayushman Khurana,R.S. Prasanna,Vayu,1300,250000000,640220000
Nautanki Saala,Holiday,No,No,comedy,No,No,Yes,Ayushman Khurana,Rohan Sippy,Mikey McCleary,925,160000000,329322500
Dum Laga Ke Haisha,Normal,No,No,comedy,No,No,No,Ayushman Khurana,Sharat Katariya,Anu Malik,775,140000000,414537500
Vicky Donor,Normal,No,No,comedy,Yes,No,Yes,Ayushman Khurana,Shoojit Sircar,Rochak Kohli,575,100000000,613200000
Hawaizaada,Normal,No,No,drama,No,Yes,No,Ayushman Khurana,Vibhu Puri,Mangesh Dhakde,900,340000000,55900000
Qasam Se Qasam Se,Normal,No,No,love_story,Yes,Yes,Yes,Azim,Ashfaque Makrani,Shailendra - Sayanti,100,20000000,3050000
Main Aur Mr. Riight,Normal,No,No,rom__com,Yes,Yes,Yes,Barun Sobti,Adeeb Rais,Ravi Shukla,300,42500000,3900000
Janani,Normal,No,No,drama,No,Yes,Yes,Bhagyashree,Chander Behl,Nirmal Pawar,15,15000000,300000
Wife Hai To Life Hai,Holiday,No,No,comedy,Yes,Yes,No,Bharat,Manish Shrivastava,Durga - Natraj,5,7500000,300000
Cigarette Ki Tarah,Normal,No,No,thriller,Yes,Yes,Yes,Bhoop Yaduvanshi,Akashaditya Lama,Kavita Seth,225,60000000,5900000
Aatma,Normal,No,No,horror,No,No,No,Bipasha Basu,Deepak Ramsay,Anu Malik,70,25000000,9400000
Corporate,Normal,No,No,drama,No,No,No,Bipasha Basu,Madhur Bhandarkar,Shamir Tandon,250,67500000,150560000
Chehraa,Holiday,No,No,thriller,No,No,No,Bipasha Basu,Saurabh Shukla,Anu Malik,50,40000000,6200000
Pankh,Holiday,No,No,drama,No,Yes,No,Bipasha Basu,Sudipto Chattopadhyay,Raju Singh,125,55000000,2025000
Creature 3D,Normal,No,Yes,horror,No,No,Yes,Bipasha Basu,Vikram Bhatt,Tony Kakkar,1300,250000000,206350000
Yaad Rakhenge Aap,Normal,No,No,drama,Yes,No,No,Biswaroop Roy Chowdhary,Rana Jaiswal,Manjit Arora,1,1500000,325000
Humko Tumse Pyaar Hai,Holiday,No,No,love_story,No,No,No,Bobby Deol,Bunty Soorma,Anand Raj Anand,140,75000000,43280000
Chamku,Normal,No,No,action,No,No,No,Bobby Deol,Kabeer Kaushik,Monty Sharma,425,100000000,30967500
Help,Holiday,No,No,horror,No,No,No,Bobby Deol,Rajeev Virani,Gourov Dasgupta,575,80000000,30900000
Nanhe Jaisalmer,Holiday,No,No,drama,No,No,No,Bobby Deol,Samir Karnik,Himesh Reshammiya,125,55000000,6996000
Vaada Raha...,Normal,No,No,drama,No,No,No,Bobby Deol,Samir Karnik,Babbu Mann,275,60000000,11000000
Ek - The Power Of One,Holiday,No,No,action,No,No,No,Bobby Deol,Sangeeth Sivan,Pritam,650,210000000,91500000
Barsaat,Holiday,No,No,love_story,No,No,No,Bobby Deol,Suneel Darshan,Nadeem - Shravan,375,100000000,195600000
Shaka Laka Boom Boom,Holiday,No,No,drama,No,No,No,Bobby Deol,Suneel Darshan,Himesh Reshammiya,425,115000000,95900000
Jurm,Holiday,No,No,thriller,No,No,No,Bobby Deol,Vikram Bhatt,Anu Malik,275,90000000,61400000
London Calling,Holiday,No,No,drama,No,No,No,Bobby Khan,B. Subhash,Sawan Kumar Sawan,40,10000000,1525000
Santa Banta Pvt. Ltd.,Normal,No,No,comedy,No,No,No,Boman Irani,Akashdeep,Jassi Katyal,550,95000000,12500000
Shirin Farhad Ki Toh Nikal Padi,Normal,No,No,rom__com,No,Yes,No,Boman Irani,Bela Sehgal,Jeet Ganguly,650,190000000,198675000
Well Done Abba,Normal,No,No,drama,No,No,No,Boman Irani,Shyam Benegal,Shantanu Moitra,325,60000000,42300000
Ooops A Desi,Normal,No,No,thriller,Yes,Yes,Yes,Buali Shah,Jenner Jose,Saurabh Malhotra,30,15000000,475000
Accident On Hill Road,Holiday,No,No,thriller,No,Yes,No,Celina Jaitley,Mahesh Nair,Raju Singh,75,35000000,1950000
Ek Main Ek Tum,Normal,No,No,horror,No,Yes,Yes,Chahat Khanna,Deepak Bengani,Bali Brahmbhatt,2,3000000,75000
MLA,Normal,No,No,drama,Yes,Yes,No,Chaitanya Naidu,Shiv Dube,Sandesh Shandilya,55,17500000,675000
Laash - The Deadly Revenge,Normal,No,No,adult,Yes,No,No,Chaman Jackson,Suresh Jain,Siddharth - Suhas,10,1500000,2200000
Prague,Normal,No,No,thriller,No,Yes,Yes,Chandan Roy Sanyal,Ashish R. Shukla,Atif Afzal,85,40000000,1150000
Love You To Death,Holiday,No,No,drama,No,Yes,Yes,Chandan Roy Sanyal,Rafeeq Ellias,Ronit Chatterji,35,20000000,525000
Maruti Mera Dosst,Normal,No,No,fantasy,No,Yes,No,Chandrachur Singh,Manikya Raju,Kartik Shah,150,27500000,4000000
Prem Mayee,Normal,No,No,drama,No,No,No,Chandrachur Singh,Shekhar S. Jha,Abhishek Ray,45,20000000,925000
Mokssh,Normal,No,No,drama,Yes,Yes,No,Chinmay Mandlekar,Ajit Bhairavkar,Shailendra Barve,3,5000000,500000
Miley Naa Miley Hum,Holiday,No,No,love_story,Yes,No,No,Chirag Paswan,Tanveer Khan,Sajid - Wajid,325,130000000,9700000
Wake Up India,Normal,No,No,drama,No,Yes,No,Chirag Patil,Babloo Sheshadri,Shankar Sahney,175,15000000,950000
Fruit & Nut,Normal,No,No,comedy,Yes,Yes,Yes,Cyrus Broacha,Kunal Vijayakar,Sangeet - Siddharth,50,50000000,1500000
Frozen,Holiday,No,No,drama,No,Yes,Yes,Danny Denzongpa,Shivajee Chandrabhushan,John P. Varkey,8,2500000,650000
Dilli Gang,Normal,No,No,drama,No,Yes,No,Darshan Jariwala,Ashish Tyagi,Amjad - Nadeem,175,15000000,900000
Zokkomon,Holiday,No,No,fantasy,No,Yes,No,Darsheel Safary,Satyajit Bhatkal,Shankar - Ehsaan - Loy,350,100000000,11300000
Today Expose,Holiday,No,No,adult,Yes,No,No,Debashree,Kishan Shah,Raj Sen,1,1000000,300000
Diwangi Ne Had Kar Di,Holiday,No,No,thriller,Yes,Yes,No,Deep,Jiten Purohit,Sandesh Shandilya,50,12500000,500000
The Light - Swami Vivekananda,Normal,No,No,drama,Yes,Yes,Yes,Deep Bhattacharya,Tutu Sinha,Haricharan Verma,50,17500000,3000000
Daayen Ya Baayen,Normal,No,No,drama,No,Yes,No,Deepak Dobriyal,Bela Negi,Vivek Philip,15,5000000,142000
Chor Chor Super Chor,Holiday,No,No,comedy,No,Yes,No,Deepak Dobriyal,K. Rajesh,Mangesh Dhakde,125,37500000,1750000
Chal Bhaag,Normal,No,No,comedy,No,No,Yes,Deepak Dobriyal,Prakash Saini,Sanjay Pathak,125,20000000,750000
Vikalp,Normal,No,No,drama,No,No,No,Deepal Shaw,Sachin P. Karande,Dev Sikander,125,35000000,1500000
Finding Fanny,Normal,No,No,drama,No,No,No,Deepika Padukone,Homi Adajania,Mathias Duplessy,875,290000000,512810000
Yeh Dooriyaan,Holiday,No,No,love_story,No,Yes,No,Deepshika,Deepshika,Amjad - Nadeem,175,62500000,2100000
Rivaaz,Normal,No,No,drama,No,No,Yes,Deepti Naval,Ashok Nanda,Reeg Deb,175,37500000,2600000
Memories in March,Holiday,No,No,drama,No,Yes,No,Deepti Naval,Sanjoy Nag,Debajyoti Mishra,20,15000000,1425000
Bubble Gum,Normal,No,No,drama,Yes,Yes,No,Delzad Hiwale,Sanjivan Lal,Bappi - Tutal,50,17500000,1150000
Mr. Prime Minister,Holiday,No,No,drama,No,No,Yes,Dev Anand,Dev Anand,Darshan Dave,45,12500000,540000
Chargesheet,Holiday,No,No,suspense,No,No,Yes,Dev Anand,Dev Anand,Sanjay Jaydip,75,32500000,575000
